"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01"
"USC00231189","CALIFORNIA, MO US","2020-05-28",,,"0.62","0.0","0.0","71","61","70",,,
"USC00231189","CALIFORNIA, MO US","2020-05-29",,,"0.50","0.0","0.0","76","58","62",,,
"USC00231189","CALIFORNIA, MO US","2020-05-30",,,"0.00","0.0","0.0","76","53","53",,,
"USC00231189","CALIFORNIA, MO US","2020-05-31",,,"0.00","0.0","0.0","76","52","72",,,
"USC00231189","CALIFORNIA, MO US","2020-06-01",,,"0.00","0.0","0.0","78","61","65",,,
"USC00231189","CALIFORNIA, MO US","2020-06-02",,,"0.00","0.0","0.0","83","63","70",,,
"USC00231189","CALIFORNIA, MO US","2020-06-03",,,"0.00","0.0","0.0","85","67","74",,,
"USC00231189","CALIFORNIA, MO US","2020-06-04",,,"1.25","0.0","0.0","89","64","65",,,
"USC00231189","CALIFORNIA, MO US","2020-06-05",,,"0.10","0.0","0.0","82","65","68",,,
"USC00231189","CALIFORNIA, MO US","2020-06-06",,,"0.00","0.0","0.0","84","65","70",,,
"USC00231189","CALIFORNIA, MO US","2020-06-07",,,"0.00","0.0","0.0","90","69","74",,,
"USC00231189","CALIFORNIA, MO US","2020-06-08",,,"0.00","0.0","0.0","90","70","74",,,
"USC00231189","CALIFORNIA, MO US","2020-06-09",,,"1.92","0.0","0.0","87","72","72",,,
"USC00231189","CALIFORNIA, MO US","2020-06-10",,,"0.58","0.0","0.0","87","60","60",,,
"USC00231189","CALIFORNIA, MO US","2020-06-11",,,"0.00","0.0","0.0","74","58","65",,,
"USC00231189","CALIFORNIA, MO US","2020-06-12",,,"0.00","0.0","0.0","83","63","70",,,
"USC00231189","CALIFORNIA, MO US","2020-06-13",,,"0.00","0.0","0.0","87","66","74",,,
"USC00231189","CALIFORNIA, MO US","2020-06-14",,,"0.00","0.0","0.0","87","64","75",,,
"USC00231189","CALIFORNIA, MO US","2020-06-15",,,"0.00","0.0","0.0","86","66","69",,,
"USC00231189","CALIFORNIA, MO US","2020-06-16",,,"0.00","0.0","0.0","86","63","68",,,
"USC00231189","CALIFORNIA, MO US","2020-06-17",,,"0.00","0.0","0.0","82","59","67",,,
"USC00231189","CALIFORNIA, MO US","2020-06-18",,,"0.00","0.0","0.0","84","63","69",,,
"USC00231189","CALIFORNIA, MO US","2020-06-19",,,"0.00","0.0","0.0","86","68","73",,,
"USC00231189","CALIFORNIA, MO US","2020-06-20",,,,"0.0","0.0","87","67","82",,,
"USC00231189","CALIFORNIA, MO US","2020-06-21",,,,"0.0","0.0","84","66","80",,,
"USC00231189","CALIFORNIA, MO US","2020-06-22",,,"0.00","0.0","0.0","86","67","71",,,
"USC00231189","CALIFORNIA, MO US","2020-06-23",,,"0.00","0.0","0.0","84","63","66",,,
"USC00231189","CALIFORNIA, MO US","2020-06-24",,,"0.00","0.0","0.0","80","62","68",,,
"USC00231189","CALIFORNIA, MO US","2020-06-25",,,"0.00","0.0","0.0","83","64","70",,,
"USC00231189","CALIFORNIA, MO US","2020-06-26",,,"0.00","0.0","0.0","88","68","74",,,
"USC00231189","CALIFORNIA, MO US","2020-06-27",,,"0.29","0.0","0.0","89","73","73",,,
"USC00231189","CALIFORNIA, MO US","2020-06-28",,,,"0.0","0.0","81","67","77",,,
"USC00231189","CALIFORNIA, MO US","2020-06-29",,,"0.00","0.0","0.0","90","74","78",,,
"USC00231189","CALIFORNIA, MO US","2020-06-30",,,"0.00","0.0","0.0","87","73","77",,,
"USC00231189","CALIFORNIA, MO US","2020-07-01",,,"0.26","0.0","0.0","90","71","74",,,
"USC00231189","CALIFORNIA, MO US","2020-07-02",,,"0.47","0.0","0.0","88","68","72",,,
"USC00231189","CALIFORNIA, MO US","2020-07-03",,,"0.00","0.0","0.0","90","69","72",,,
"USC00231189","CALIFORNIA, MO US","2020-07-04",,,"0.00","0.0","0.0","86","69","81",,,
"USC00231189","CALIFORNIA, MO US","2020-07-05",,,"0.00","0.0","0.0","90","72","75",,,
"USC00231189","CALIFORNIA, MO US","2020-07-06",,,"0.00","0.0","0.0","91","71","76",,,
"USC00231189","CALIFORNIA, MO US","2020-07-07",,,"0.00","0.0","0.0","91","71","77",,,
"USC00231189","CALIFORNIA, MO US","2020-07-08",,,"0.00","0.0","0.0","91","71","77",,,
"USC00231189","CALIFORNIA, MO US","2020-07-09",,,"0.00","0.0","0.0","93","73","76",,,
"USC00231189","CALIFORNIA, MO US","2020-07-10",,,"0.00","0.0","0.0","90","68","73",,,
"USC00231189","CALIFORNIA, MO US","2020-07-11",,,"0.00","0.0","0.0","91","70","83",,,
"USC00231189","CALIFORNIA, MO US","2020-07-12",,,"0.37","0.0","0.0","94","69","75",,,
"USC00231189","CALIFORNIA, MO US","2020-07-13",,,"0.00","0.0","0.0","86","67","73",,,
"USC00231189","CALIFORNIA, MO US","2020-07-14",,,"0.00","0.0","0.0","89","69","72",,,
"USC00231189","CALIFORNIA, MO US","2020-07-15",,,"0.00","0.0","0.0","89","72","76",,,
"USC00231189","CALIFORNIA, MO US","2020-07-16",,,"0.00","0.0","0.0","89","65","70",,,
"USC00231189","CALIFORNIA, MO US","2020-07-17",,,"0.00","0.0","0.0",,,"77",,,
"USC00231189","CALIFORNIA, MO US","2020-07-18",,,"0.00","0.0","0.0","92","73","73",,,
"USC00231189","CALIFORNIA, MO US","2020-07-19",,,"0.00","0.0","0.0","93","73","78",,,
"USC00231189","CALIFORNIA, MO US","2020-07-20",,,"1.13","0.0","0.0","84","70","73",,,
"USC00231189","CALIFORNIA, MO US","2020-07-21",,,"0.35","0.0","0.0","82","70","77",,,
"USC00231189","CALIFORNIA, MO US","2020-07-22",,,"0.97","0.0","0.0","87","70","74",,,
"USC00231189","CALIFORNIA, MO US","2020-07-23",,,"0.00","0.0","0.0","88","72","76",,,
"USC00231189","CALIFORNIA, MO US","2020-07-24",,,"0.00","0.0","0.0","91","71","74",,,
"USC00231189","CALIFORNIA, MO US","2020-07-25",,,"0.00","0.0","0.0","92","71","82",,,
"USC00231189","CALIFORNIA, MO US","2020-07-26",,,"0.00","0.0","0.0","92","74","86",,,
"USC00231189","CALIFORNIA, MO US","2020-07-27",,,"0.00","0.0","0.0","92","75","75",,,
"USC00231189","CALIFORNIA, MO US","2020-07-28",,,"0.00","0.0","0.0","82","69","71",,,
"USC00231189","CALIFORNIA, MO US","2020-07-29",,,"0.00","0.0","0.0","89","69","77",,,
"USC00231189","CALIFORNIA, MO US","2020-07-30",,,"0.78","0.0","0.0","90","72","74",,,
"USC00231189","CALIFORNIA, MO US","2020-07-31",,,"1.65","0.0","0.0",,"68","69",,,
"USC00231189","CALIFORNIA, MO US","2020-08-01",,,"0.00","0.0","0.0","75","64","71",,,
"USC00231189","CALIFORNIA, MO US","2020-08-02",,,"0.10","0.0","0.0","81","64","67",,,
"USC00231189","CALIFORNIA, MO US","2020-08-03",,,"0.05","0.0","0.0","82","64","64",,,
"USC00231189","CALIFORNIA, MO US","2020-08-04",,,"0.00","0.0","0.0","77","57","60",,,
"USC00231189","CALIFORNIA, MO US","2020-08-05",,,"0.00","0.0","0.0","74","57","61",,,
"USC00231189","CALIFORNIA, MO US","2020-08-06",,,"0.00","0.0","0.0","77","61","65",,,
"USC00231189","CALIFORNIA, MO US","2020-08-07",,,"0.00","0.0","0.0","80",,"69",,,
"USC00231189","CALIFORNIA, MO US","2020-08-08",,,"0.00","0.0","0.0","86","61","75",,,
"USC00231189","CALIFORNIA, MO US","2020-08-09",,,"0.03","0.0","0.0","85","75","83",,,
"USC00231189","CALIFORNIA, MO US","2020-08-10",,,"0.00","0.0","0.0","87","74","77",,,
"USC00231189","CALIFORNIA, MO US","2020-08-11",,,"0.35","0.0","0.0","93","68","69",,,
"USC00231189","CALIFORNIA, MO US","2020-08-12",,,"0.00","0.0","0.0",,,"71",,,
"USC00231189","CALIFORNIA, MO US","2020-08-13",,,"0.00","0.0","0.0","88","70","74",,,
"USC00231189","CALIFORNIA, MO US","2020-08-14",,,"0.00","0.0","0.0","88","70","73",,,
"USC00231189","CALIFORNIA, MO US","2020-08-15",,,"0.00","0.0","0.0","87","69","78",,,
"USC00231189","CALIFORNIA, MO US","2020-08-16",,,"0.00","0.0","0.0","84","60","73",,,
"USC00231189","CALIFORNIA, MO US","2020-08-17",,,"0.00","0.0","0.0","84","63","70",,,
"USC00231189","CALIFORNIA, MO US","2020-08-18",,,"0.00","0.0","0.0","85","62","65",,,
"USC00231189","CALIFORNIA, MO US","2020-08-19",,,"0.00","0.0","0.0","79","60","65",,,
"USC00231189","CALIFORNIA, MO US","2020-08-20",,,"0.00","0.0","0.0","81","56","61",,,
"USC00231189","CALIFORNIA, MO US","2020-08-21",,,"0.00","0.0","0.0","83","60","66",,,
"USC00231189","CALIFORNIA, MO US","2020-08-22",,,"0.00","0.0","0.0","86","61","82",,,
"USC00231189","CALIFORNIA, MO US","2020-08-23",,,"0.00","0.0","0.0","89","67","81",,,
"USC00231189","CALIFORNIA, MO US","2020-08-24",,,"0.00","0.0","0.0","92","69","76",,,
"USC00231189","CALIFORNIA, MO US","2020-08-25",,,"0.00","0.0","0.0","94","69","73",,,
"USC00231189","CALIFORNIA, MO US","2020-08-26",,,"0.00","0.0","0.0","94","69","73",,,
"USC00231189","CALIFORNIA, MO US","2020-08-27",,,"0.00","0.0","0.0","93","73","74",,,
"USC00231189","CALIFORNIA, MO US","2020-08-28",,,"0.00","0.0","0.0","85","71","72",,,
"USC00231189","CALIFORNIA, MO US","2020-08-29",,,"0.00","0.0","0.0","90","72","73",,,
"USC00231189","CALIFORNIA, MO US","2020-08-30",,,"0.57","0.0","0.0","74","60","72",,,
"USC00231189","CALIFORNIA, MO US","2020-08-31",,,"0.04","0.0","0.0","81","69","71",,,
"USC00231189","CALIFORNIA, MO US","2020-09-01",,,"1.92","0.0","0.0",,"67","69",,,
"USC00231189","CALIFORNIA, MO US","2020-09-02",,,"0.50","0.0","0.0","79","68","70",,,
"USC00231189","CALIFORNIA, MO US","2020-09-03",,,"0.00","0.0","0.0","82","63","64",,,
"USC00231189","CALIFORNIA, MO US","2020-09-04",,,"0.00","0.0","0.0","87","57","68",,,
"USC00231189","CALIFORNIA, MO US","2020-09-05",,,"0.00","0.0","0.0","89","68","77",,,
"USC00231189","CALIFORNIA, MO US","2020-09-06",,,"0.00","0.0","0.0","88","72","77",,,
"USC00231189","CALIFORNIA, MO US","2020-09-07",,,"0.00","0.0","0.0","90","71","74",,,
"USC00231189","CALIFORNIA, MO US","2020-09-08",,,"0.00","0.0","0.0","91","72","72",,,
"USC00231189","CALIFORNIA, MO US","2020-09-09",,,"0.62","0.0","0.0","81","57","60",,,
"USC00231189","CALIFORNIA, MO US","2020-09-10",,,"0.00","0.0","0.0","73","60","68",,,
"USC00231189","CALIFORNIA, MO US","2020-09-11",,,"0.03","0.0","0.0","74","61","69",,,
"USC00231189","CALIFORNIA, MO US","2020-09-12",,,"1.56","0.0","0.0","76","63","63",,,
"USC00231189","CALIFORNIA, MO US","2020-09-13",,,"0.00","0.0","0.0","73","59","59",,,
"USC00231189","CALIFORNIA, MO US","2020-09-14",,,"0.00","0.0","0.0","75","57","59",,,
"USC00231189","CALIFORNIA, MO US","2020-09-15",,,"0.00","0.0","0.0","80","56","59",,,
"USC00231189","CALIFORNIA, MO US","2020-09-16",,,"0.00","0.0","0.0","79","59","61",,,
"USC00231189","CALIFORNIA, MO US","2020-09-17",,,"0.00","0.0","0.0","83","61","61",,,
"USC00231189","CALIFORNIA, MO US","2020-09-18",,,"0.00","0.0","0.0","75","54","55",,,
"USC00231189","CALIFORNIA, MO US","2020-09-19",,,"0.00","0.0","0.0","72","51","57",,,
"USC00231189","CALIFORNIA, MO US","2020-09-20",,,"0.00","0.0","0.0","68","47","66",,,
"USC00231189","CALIFORNIA, MO US","2020-09-21",,,"0.00","0.0","0.0","73","50","52",,,
"USC00231189","CALIFORNIA, MO US","2020-09-22",,,"0.00","0.0","0.0","77","52","58",,,
"USC00231189","CALIFORNIA, MO US","2020-09-23",,,"0.00","0.0","0.0","75","58","63",,,
"USC00231189","CALIFORNIA, MO US","2020-09-24",,,"0.00","0.0","0.0","75","54","55",,,
"USC00231189","CALIFORNIA, MO US","2020-09-25",,,"0.00","0.0","0.0","75","55","57",,,
"USC00231189","CALIFORNIA, MO US","2020-09-26",,,"0.00","0.0","0.0","82","57","60",,,
"USC00231189","CALIFORNIA, MO US","2020-09-27",,,"0.00","0.0","0.0","85","60","66",,,
"USC00231189","CALIFORNIA, MO US","2020-09-28",,,"0.98","0.0","0.0",,"50","51",,,
"USC00231189","CALIFORNIA, MO US","2020-09-29",,,"0.00","0.0","0.0","66","46","48",,,
"USC00231189","CALIFORNIA, MO US","2020-09-30",,,"0.00","0.0","0.0","67","48","58",,,
"USC00231189","CALIFORNIA, MO US","2020-10-01",,,"0.00","0.0","0.0","65","48","50",,,
"USC00231189","CALIFORNIA, MO US","2020-10-02",,,"0.00","0.0","0.0",,"41","43",,,
"USC00231189","CALIFORNIA, MO US","2020-10-03",,,"0.00","0.0","0.0","60","43","50",,,
"USC00231189","CALIFORNIA, MO US","2020-10-04",,,"0.00","0.0","0.0","64","43","48",,,
"USC00231189","CALIFORNIA, MO US","2020-10-05",,,"0.00","0.0","0.0","60","39","40",,,
"USC00231189","CALIFORNIA, MO US","2020-10-06",,,"0.00","0.0","0.0","68","40","54",,,
"USC00231189","CALIFORNIA, MO US","2020-10-07",,,"0.00","0.0","0.0","77","54","60",,,
"USC00231189","CALIFORNIA, MO US","2020-10-08",,,"0.00","0.0","0.0","86","58","60",,,
"USC00231189","CALIFORNIA, MO US","2020-10-09",,,"0.00","0.0","0.0","80","57","58",,,
"USC00231189","CALIFORNIA, MO US","2020-10-10",,,"0.00","0.0","0.0","83","58","65",,,
"USC00231189","CALIFORNIA, MO US","2020-10-11",,,"0.00","0.0","0.0","82","57","67",,,
"USC00231189","CALIFORNIA, MO US","2020-10-12",,,"0.00","0.0","0.0","83","59","59",,,
"USC00231189","CALIFORNIA, MO US","2020-10-13",,,"0.00","0.0","0.0",,"45","48",,,
"USC00231189","CALIFORNIA, MO US","2020-10-14",,,"0.00","0.0","0.0","78","48","51",,,
"USC00231189","CALIFORNIA, MO US","2020-10-15",,,"0.00","0.0","0.0","86","51","51",,,
"USC00231189","CALIFORNIA, MO US","2020-10-16",,,"0.00","0.0","0.0","59","32","36",,,
"USC00231189","CALIFORNIA, MO US","2020-10-17",,,"0.00","0.0","0.0","61","36","48",,,
"USC00231189","CALIFORNIA, MO US","2020-10-18",,,"0.00","0.0","0.0","72","48","54",,,
"USC00231189","CALIFORNIA, MO US","2020-10-19",,,"0.13","0.0","0.0","54","39","40",,,
"USC00231189","CALIFORNIA, MO US","2020-10-20",,,"0.00","0.0","0.0","46","40","42",,,
"USC00231189","CALIFORNIA, MO US","2020-10-21",,,"0.21","0.0","0.0","51","42","46",,,
"USC00231189","CALIFORNIA, MO US","2020-10-22",,,"0.06","0.0","0.0","64","46","64",,,
"USC00231189","CALIFORNIA, MO US","2020-10-23",,,"0.00","0.0","0.0","84","42","42",,,
"USC00231189","CALIFORNIA, MO US","2020-10-24",,,"0.23","0.0","0.0","43","37","38",,,
"USC00231189","CALIFORNIA, MO US","2020-10-25",,,"0.00","0.0","0.0","48","38","41",,,
"USC00231189","CALIFORNIA, MO US","2020-10-26",,,"0.04","0.0","0.0","44","34","34",,,
"USC00231189","CALIFORNIA, MO US","2020-10-27",,,"0.56","0.0","0.0","44","31","31",,,
"USC00231189","CALIFORNIA, MO US","2020-10-28",,,"0.14","0.0","0.0","37","31","37",,,
"USC00231189","CALIFORNIA, MO US","2020-10-29",,,"0.71","0.0","0.0","45","37","41",,,
"USC00231189","CALIFORNIA, MO US","2020-10-30",,,"0.09","0.0","0.0","58","28","30",,,
"USC00231189","CALIFORNIA, MO US","2020-10-31",,,"0.00","0.0","0.0","58","30","41",,,
"USC00231189","CALIFORNIA, MO US","2020-11-01",,,"0.00","0.0","0.0","67","40","43",,,
"USC00231189","CALIFORNIA, MO US","2020-11-02",,,"0.00","0.0","0.0","50","26","34",,,
"USC00231189","CALIFORNIA, MO US","2020-11-03",,,"0.00","0.0","0.0","64","25","48",,,
"USC00231189","CALIFORNIA, MO US","2020-11-04",,,"0.00","0.0","0.0","75","48","58",,,
"USC00231189","CALIFORNIA, MO US","2020-11-05",,,"0.00","0.0","0.0","76","51","54",,,
"USC00231189","CALIFORNIA, MO US","2020-11-06",,,"0.00","0.0","0.0","74","49","55",,,
"USC00231189","CALIFORNIA, MO US","2020-11-07",,,"0.00","0.0","0.0","74","48","53",,,
"USC00231189","CALIFORNIA, MO US","2020-11-08",,,"0.00","0.0","0.0","73","53","64",,,
"USC00231189","CALIFORNIA, MO US","2020-11-09",,,"0.00","0.0","0.0","74","62","64",,,
"USC00231189","CALIFORNIA, MO US","2020-11-10",,,"0.00","0.0","0.0","75","63","67",,,
"USC00231189","CALIFORNIA, MO US","2020-11-11",,,"0.67","0.0","0.0","74","28","29",,,
"USC00231189","CALIFORNIA, MO US","2020-11-12",,,"0.00","0.0","0.0","54","29","38",,,
"USC00231189","CALIFORNIA, MO US","2020-11-13",,,"0.00","0.0","0.0","60","27","29",,,
"USC00231189","CALIFORNIA, MO US","2020-11-14",,,"0.00","0.0","0.0","58","29","58",,,
"USC00231189","CALIFORNIA, MO US","2020-11-15",,,"0.30","0.0","0.0","60","40","49",,,
"USC00231189","CALIFORNIA, MO US","2020-11-16",,,"0.00","0.0","0.0","54","31","39",,,
"USC00231189","CALIFORNIA, MO US","2020-11-17",,,"0.00","0.0","0.0","64","35","39",,,
"USC00231189","CALIFORNIA, MO US","2020-11-18",,,"0.00","0.0","0.0","53","37","39",,,
"USC00231189","CALIFORNIA, MO US","2020-11-19",,,"0.00","0.0","0.0","66","39","60",,,
"USC00231189","CALIFORNIA, MO US","2020-11-20",,,"0.00","0.0","0.0","74","52","54",,,
"USC00231189","CALIFORNIA, MO US","2020-11-21",,,"0.27","0.0","0.0","60","45","46",,,
"USC00231189","CALIFORNIA, MO US","2020-11-22",,,"0.60","0.0","0.0","47","41","43",,,
"USC00231189","CALIFORNIA, MO US","2020-11-23",,,"0.00","0.0","0.0","50","30","35",,,
"USC00231189","CALIFORNIA, MO US","2020-11-24",,,"0.07","0.0","0.0","48","35","47",,,
"USC00231189","CALIFORNIA, MO US","2020-11-25",,,"1.36","0.0","0.0","55","47","49",,,
"USC00231189","CALIFORNIA, MO US","2020-11-26",,,"0.10","0.0","0.0","51","37","37",,,
"USC00231189","CALIFORNIA, MO US","2020-11-27",,,"0.00","0.0","0.0","55","37","39",,,
"USC00231189","CALIFORNIA, MO US","2020-11-28",,,"0.00","0.0","0.0","55","30","54",,,
"USC00231189","CALIFORNIA, MO US","2020-11-29",,,"0.00","0.0","0.0","56","34","45",,,
"USC00231189","CALIFORNIA, MO US","2020-11-30",,,"0.00","0.0","0.0","48","25","25",,,
"USC00231189","CALIFORNIA, MO US","2020-12-01",,,"0.00","0.0","0.0","36","17","21",,,
"USC00231189","CALIFORNIA, MO US","2020-12-02",,,"0.00","0.0","0.0","47","21","29",,,
"USC00231189","CALIFORNIA, MO US","2020-12-03",,,"0.00","0.0","0.0","51","29","37",,,
"USC00231189","CALIFORNIA, MO US","2020-12-04",,,"0.04","0.0","0.0","42","31","32",,,
"USC00231189","CALIFORNIA, MO US","2020-12-05",,,"0.00","0.0","0.0","52","29","39",,,
"USC00231189","CALIFORNIA, MO US","2020-12-06",,,"0.00","0.0","0.0","58","31","36",,,
"USC00231189","CALIFORNIA, MO US","2020-12-07",,,"0.00","0.0","0.0","49","30","32",,,
"USC00231189","CALIFORNIA, MO US","2020-12-08",,,"0.00","0.0","0.0","42","24","25",,,
"USC00231189","CALIFORNIA, MO US","2020-12-09",,,"0.00","0.0","0.0","49","25","40",,,
"USC00231189","CALIFORNIA, MO US","2020-12-10",,,"0.00","0.0","0.0","66","36","40",,,
"USC00231189","CALIFORNIA, MO US","2020-12-11",,,"0.00","0.0","0.0","70","40","50",,,
"USC00231189","CALIFORNIA, MO US","2020-12-12",,,,"0.0","0.0","54","38","38",,,
"USC00231189","CALIFORNIA, MO US","2020-12-13",,,,"0.0","0.0","38","32","35",,,
"USC00231189","CALIFORNIA, MO US","2020-12-14",,,,"0.0","0.0","36","21","22",,,
"USC00231189","CALIFORNIA, MO US","2020-12-15",,,,"0.0","0.0","36","22","22",,,
"USC00231189","CALIFORNIA, MO US","2020-12-16",,,,"0.0","0.0","32","22","26",,,
"USC00231189","CALIFORNIA, MO US","2020-12-17",,,,"0.0","0.0","44","23","27",,,
"USC00231189","CALIFORNIA, MO US","2020-12-18",,,,"0.0","0.0","44","19","30",,,
"USC00231189","CALIFORNIA, MO US","2020-12-19",,,,"0.0","0.0","51","29","37",,,
"USC00231189","CALIFORNIA, MO US","2020-12-20",,,,"0.0","0.0","37","22","35",,,
"USC00231189","CALIFORNIA, MO US","2020-12-21",,,,"0.0","0.0","50","35","41",,,
"USC00231189","CALIFORNIA, MO US","2020-12-22",,,,"0.0","0.0","57","29","34",,,
"USC00231189","CALIFORNIA, MO US","2020-12-23",,,,"0.0","0.0","61",,"57",,,
"USC00231189","CALIFORNIA, MO US","2020-12-24",,,,"0.0","0.0","58","15","15",,,
"USC00231189","CALIFORNIA, MO US","2020-12-25",,,,"0.0","0.0","27","7","26",,,
"USC00231189","CALIFORNIA, MO US","2020-12-26",,,,"0.0","0.0","32","23","28",,,
"USC00231189","CALIFORNIA, MO US","2020-12-27",,,,"0.0","0.0","56","23","46",,,
"USC00231189","CALIFORNIA, MO US","2020-12-28",,,,"0.0","0.0","60","33","33",,,
"USC00231189","CALIFORNIA, MO US","2020-12-29",,,,"0.0","0.0","38","29","29",,,
"USC00231189","CALIFORNIA, MO US","2020-12-30","   19","0.64",,"0.0","0.0","47","29","34",,,
"USC00231189","CALIFORNIA, MO US","2020-12-31",,,"0.00","0.0","0.0","46","19","20",,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-10",,,"0.07",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-11",,,"1.94",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-12",,,"0.03",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-18",,,"1.43",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-21",,,"0.02",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-23",,,"0.21",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-24",,,"0.43","5.0",,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-01-29",,,"0.07","0.7",,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-07",,,"0.16","4.0",,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-09",,,"0.07",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-13",,,"0.61","0.7",,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-18",,,"0.05",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-24",,,"0.63",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-25",,,"0.71",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-02-26",,,"0.03","0.7",,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-09",,,"0.35",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-10",,,"0.69",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-14",,,"0.91",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-15",,,"0.08",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-16",,,"0.07",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-19",,,"0.80",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-20",,,"0.50",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-23",,,"0.39",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-25",,,"0.39",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-27",,,"0.03",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-28",,,"0.63",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-03-29",,,"0.13",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-04",,,"0.38",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-12",,,"0.32",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-13",,,"0.11",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-17",,,"0.32",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-23",,,"0.50",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-24",,,"0.06",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-25",,,"0.85",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-26",,,"0.20",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-27",,,"0.19",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-28",,,"0.06",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-04-29",,,"0.48",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-05",,,"0.52",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-08",,,"0.27",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-15",,,"0.45",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-17",,,"0.03",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-24",,,"0.04",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-25",,,"0.19",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-26",,,"0.15",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-27",,,"0.03",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-28",,,"0.52",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-05-29",,,"0.48",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-04",,,"1.29",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-05",,,"0.04",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-06",,,"0.04",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-09",,,"1.38",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-20",,,"0.03",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-21",,,"0.01",,,,,,,,
"US1MOMT0004","CALIFORNIA 4.1 NE, MO US","2020-06-28",,,"0.21",,,,,,,,
